"Item #","Item Description",MSP,"Retail Price","Dealer Price","Sale Price","Sale Ends",Quantity,"UPC Code",Manufacturer,"Gun Type","Model Series",Caliber,Action,Capacity,Finish,Stock,Sights,"Barrel Length","Overall Length",Features
XD4500,"SPG MAG XDM 45AP 9RD",$23.99,$31.99,$23.99,$21.11,11/30/2024,4,#706397891329#,"Springfield Armory",,,"45 AUTO",,9,,,,,,
XDG4546,"SPG MAG XD MOD2 45AP 13RD BLK",$32.99,$42.99,$32.99,$29.03,11/30/2024,10,#706397900748#,"Springfield Armory",,,"45 AUTO",,13,"Black Sleeve",,,,,
XDE50071,"SPG MAG XDE 45AP 7RD EXTENSION",$32.99,$42.99,$32.99,$29.03,11/30/2024,21,#706397914158#,"Springfield Armory",,,"45 AUTO",,7,,,,,,"With Extension Sleeve"
XDE0908,"SPG MAG XDE 9MM 8RD FLUSH FIT",$26.99,$36.99,$26.99,$23.75,11/30/2024,15,#706397914042#,"Springfield Armory",,,"9MM LUGER",,8,,,,,,
XDM5011,"SPG MAG XD(M) 40SW 16RD",$26.99,$36.99,$26.99,$23.75,11/30/2024,7,#706397877187#,"Springfield Armory",,XDM,"40 S&W",,16,,,,,,
XD45451,"SPG MAG XD(M) 45AP 13RD BKSTP1",$34.99,$47.99,$34.99,$30.79,11/30/2024,4,#706397891633#,"Springfield Armory",,,"45 AUTO",,13,,,,,,"Fits XD and XD(M)"
XDM5020,"SPG MAG XD(M) 9MM 13RD COMPACT",$26.99,$30.99,$26.99,$23.75,11/30/2024,6,#706397887841#,"Springfield Armory",,XDM,"9MM LUGER",,13,,,,,,
XDM5019,"SPG MAG XD(M) 9MM 19RD",$26.99,$36.99,$26.99,$23.75,11/30/2024,8,#706397882457#,"Springfield Armory",,XDM,"9MM LUGER",,19,,,,,,
XDM5015,"SPG MAG XD(M) 10MM 15RD",$26.99,$36.99,$26.99,$23.75,11/30/2024,10,#706397921712#,"Springfield Armory",,XDM,"10MM AUTO",,15,,,,,,
XDME5914,"SPG MAG XD/XD(M) ELITE 9MM 14R",$26.99,$36.99,$26.99,$23.75,11/30/2024,7,#706397930042#,"Springfield Armory",,,"9MM LUGER",,14,,,,,,"Fits XDM and XDM Elite"
XDME5922,"SPG MAG XD/XD(M) ELITE 9MM 22R",$26.99,$36.99,$26.99,$23.75,11/30/2024,13,#706397930004#,"Springfield Armory",,,"9MM LUGER",,22,,,,,,"Fits XDM and XDM Elite"
XDME5935,"SPG MAG XD/XD(M) ELITE 9MM 35R",$40.99,$54.99,$40.99,$36.07,11/30/2024,2,#706397952730#,"Springfield Armory",,,"9MM LUGER",,35,,,,,,"Fits XDM and XDM Elite"
XDME50151,"SPG MAG XD(M)ELITE 10MM SLV 15",$34.99,$47.99,$34.99,$30.79,11/30/2024,18,#706397952792#,"Springfield Armory",,,"10MM AUTO",,13,,,,,,"Fits XD and XD(M)Elite"
XDME5116,"SPG MAG XD(M)ELITE 10MM 16RD",$26.99,$36.99,$26.99,$23.75,11/30/2024,27,#706397961268#,"Springfield Armory",,,"10MM AUTO",,16,,,,,,"Fits XD and XD(M)Elite"
XDS4007,"SPG MAG XDS 40SW 7RD W/SLV 1&2",$32.99,$42.99,$32.99,$29.03,11/30/2024,2,#706397905835#,"Springfield Armory",,,"40 S&W",,7,,,,,,
XDS5005,"SPG MAG XDS 45AP 5RD",$22.99,$30.99,$22.99,$20.23,11/30/2024,14,#706397892845#,"Springfield Armory",,,"45 AUTO",,5,,,,,,
XDS5006,"SPG MAG XDS 45AP 6RD W/SLV 1&2",$32.99,$42.99,$32.99,$29.03,11/30/2024,6,#706397897901#,"Springfield Armory",,,"45 AUTO",,6,Black,,,,,
XDS50071,"SPG MAG XDS 45AP 7RD W/SLV 1&2",$32.99,$42.99,$32.99,$29.03,11/30/2024,15,#706397892883#,"Springfield Armory",,,"45 AUTO",,7,,,,,,
XDS0907,"SPG MAG XDS 9MM 7RD",$22.99,$30.99,$22.99,$20.23,11/30/2024,6,#706397893941#,"Springfield Armory",,,"9MM LUGER",,7,,,,,,
XDS0907H,"SPG MAG XDS 9MM 7RD W/HOOK PLT",$22.99,$30.99,$22.99,$20.23,11/30/2024,3,#706397920043#,"Springfield Armory",,,"9MM LUGER",,7,,,,,,"With Hook Plate"
XDSG0908,"SPG MAG XDS MOD 9MM 8RD BK SLE",$32.99,$42.99,$32.99,$29.03,11/30/2024,5,#706397917869#,"Springfield Armory",,,"9MM LUGER",,8,,,,,,"With Black Sleeves For Backstraps 1 & 2"
XDS0908,"SPG MAG XDS 9MM 8RD W/BLK SLEV",$32.99,$42.99,$32.99,$29.03,11/30/2024,7,#706397897918#,"Springfield Armory",,,"9MM LUGER",,8,,,,,,"With Black Sleeves For Backstraps 1 & 2"
XDS09061,"SPG MAG XDS 9MM 9RD W/SLV 1&2",$32.99,$42.99,$32.99,$29.03,11/30/2024,14,#706397895761#,"Springfield Armory",,,"9MM LUGER",,9,,,,,,
XDSG09061,"SPG MAG XDS MOD 9MM 9RD BK SLE",$32.99,$42.99,$32.99,$29.03,11/30/2024,6,#706397921583#,"Springfield Armory",,,"9MM LUGER",,9,,,,,,"With Black Sleeves For Backstraps 1 & 2"
PI6083,"SPG MAG 1911 40SW 8RD SS",$32.99,$43.99,$32.99,$29.03,11/30/2024,5,#706397854492#,"Springfield Armory",,,"40 S&W",,8,"Stainless Steel",,,,,"Metalform Magazine"
PI4723,"SPG MAG 1911A1 CMPCT 45 6RD B",$21.99,$29.99,$21.99,$19.35,11/30/2024,9,#706397647230#,"Springfield Armory",,,"45 AUTO",,6,Black,,,,,
PI4726,"SPG MAG 1911A1 CMPCT 45 6RD SS",$17.99,$24.99,$17.99,,,2,#706397851804#,"Springfield Armory",,,"45 AUTO",,6,"Stainless Steel",,,,,
PI4520,"SPG MAG 1911 45AP 7RD",$13.99,$29.99,$13.99,$13.99,11/30/2024,23,#706397850760#,"Springfield Armory",,,"45 AUTO",,7,"Stainless Steel",,,,,
PI4523,"SPG MAG 1911 45AP 7RD B",$13.99,$25.99,$13.99,$12.31,11/30/2024,16,#706397645236#,"Springfield Armory",,,"45 AUTO",,7,Blue,,,,,
PI6074,"SPG MAG 1911A1 45 8RD SS",$33.99,$43.99,$33.99,$29.91,11/30/2024,13,#706397873868#,"Springfield Armory",,,"45 AUTO",,8,"Stainless Steel",,,,,
PI6070,"SPG MAG EMP 9MM 9RD SS",$22.99,$27.99,$22.99,$20.23,11/30/2024,10,#706397867287#,"Springfield Armory",,,"9MM LUGER",,9,"Stainless Steel",,,,,
PI6069,"SPG MAG EMP CHAMP 9MM 10RD SS",$22.99,$27.99,$22.99,$20.23,11/30/2024,10,#706397901141#,"Springfield Armory",,,"9MM LUGER",,10,"Stainless Steel",,,,,
PH6917,"SPG MAG PRODIGY 9MM 17RD BLK",$36.00,$60.00,$36.00,,,0,#706397943509#,"Springfield Armory",,,"9MM LUGER",,17,,,,,,
PH6920,"SPG MAG PRODIGY 9MM 20RD BLK",$36.00,$60.00,$36.00,$31.68,11/30/2024,32,#706397943516#,"Springfield Armory",,,"9MM LUGER",,20,,,,,,
PH6926,"SPG MAG PRODIGY 9MM 26RD BLK",$36.00,$60.00,$36.00,$31.68,11/30/2024,22,#706397943899#,"Springfield Armory",,,"9MM LUGER",,26,,,,,,
ARS6032,"SPG MAG VICTOR 9MM 32RD BLK",$28.99,$32.00,$28.99,$25.51,11/30/2024,13,#706397940621#,"Springfield Armory",,,"9MM LUGER",,32,,,,,,
MA5006,"SPG MAG M1A 7.62X51 10RD",$32.99,$43.99,$32.99,$29.03,11/30/2024,16,#706397250065#,"Springfield Armory",,,7.62X51,,10,,,,,,
MA5021,"SPG MAG M1A 7.62X51 20RD",$41.99,$58.99,$41.99,$36.95,11/30/2024,39,#706397860578#,"Springfield Armory",,,7.62X51,,20,,,,,,
MA5050,"SPG CA MUZZLE BRAKE KIT M1A",$65.99,$95.99,$65.99,,,2,#706397250508#,"Springfield Armory",,,,,,,,,,,"Installation Kit"
MA5028,"SPG M1A 4TH GEN SCP MNT STEEL",$264.99,$315.99,$264.99,,,2,#706397885120#,"Springfield Armory",,,,,,"Black Matte",,,,,
MA4GENAM,"SPG M1A 4TH GEN SCP MNT ALUM",$139.99,$163.99,$139.99,,,1,#706397886400#,"Springfield Armory",,,,,,"Black Matte",,,,,
BAW920308CFD,"SPG 2020 WAYPNT BA 20CF 308 RL",$2010.00,$2599.00,$2010.00,$1599.99,12/2/2024,6,#706397939373#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","308 WIN","Bolt Action",5+1,"Ridgeline Camo/ Desert Verde Cerakote Barrel","Carbon Fiber/ Desert Verde Camo","No Sights","20 Carbon Fiber",41.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92265CMG,"SPG 2020 WAYPT BA 22B 6.5C EG",$1681.00,$2173.00,$1681.00,$1299.99,12/2/2024,12,#706397939168#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 CREEDMOOR","Bolt Action",5+1,"Evergreen Camo/ Green Cerakote Barrel","Carbon Fiber/ Evergreen Camo","No Sights","22 Stainless Steel",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92265CMD,"SPG 2020 WAYPT BA 22B 6.5C RL",$1681.00,$2173.00,$1681.00,$1299.99,12/2/2024,10,#706397939427#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 CREEDMOOR","Bolt Action",5+1,"Ridgeline Camo/ Desert Verde Cerakote Barrel","Carbon Fiber/ Desert Verde Camo","No Sights","22 Stainless Steel",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92265CMGA,"SPG 2020 WAYPT ADJ 22B 6.5C EG",$1736.00,$2244.00,$1736.00,$1349.99,12/2/2024,4,#706397939557#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 CREEDMOOR","Bolt Action",5+1,"Evergreen Camo/ Green Cerakote Barrel","Carbon Fiber/ Evergreen Camo/ Adjustable","No Sights","22 Stainless Steel",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92265CMDA,"SPG 2020 WAYPT AD 22SS 6.5C RL",$1736.00,$2244.00,$1736.00,$1349.99,12/2/2024,4,#706397939540#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 CREEDMOOR","Bolt Action",5+1,"Ridgeline Camo/ Graphite Black Cerakote Barrel","Carbon Fiber/ Desert Verde Camo/ Adjustable","No Sights","22 Stainless Steel",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92265CMCFG,"SPG 2020 WAYPT BA 22CF 6.5C EG",$2010.00,$2599.00,$2010.00,$1549.99,12/2/2024,23,#706397939175#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 CREEDMOOR","Bolt Action",5+1,"Evergreen Camo/ Green Cerakote Barrel","Carbon Fiber/ Evergreen Camo","No Sights","22 Carbon Fiber",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92265CMCFD,"SPG 2020 WAYPT BA 22CF 6.5C RL",$2010.00,$2599.00,$2010.00,$1549.99,12/2/2024,16,#706397939410#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 CREEDMOOR","Bolt Action",5+1,"Ridgeline Camo/ Desert Verde Cerakote Barrel","Carbon Fiber/ Desert Verde Camo","No Sights","22 Carbon Fiber",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92265CMCFGA,"SPG 2020 WAYPT AD 22CF 6.5C EG",$2065.00,$2670.00,$2065.00,$1599.99,12/2/2024,14,#706397939533#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 CREEDMOOR","Bolt Action",5+1,"Evergreen Camo","Carbon Fiber/ Evergreen Camo/ Adjustable","No Sights","22 Carbon Fiber",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92265CMCFDA,"SPG 2020 WAYPT AD 22CF 6.5C RL",$2065.00,$2670.00,$2065.00,$1599.99,12/2/2024,6,#706397939526#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 CREEDMORE","Bolt Action",5+1,"Ridgeline Camo/ Desert Verde Cerakote Barrel","Carbon Fiber/ Desert Verde Camo/ Adjustable","No Sights","22 Carbon Fiber",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
BAW92465PRCCFD,"SPG 2020 WAYPT BA 24CF 6.5P RL",$2010.00,$2599.00,$2010.00,$1699.00,12/2/2024,0,#706397939434#,"Springfield Armory","Rifle: Bolt Action","2020 Waypoint","6.5 PRC","Bolt Action",3+1,"Ridgeline Camo/ Desert Verde Cerakote Barrel","Carbon Fiber/ Desert Verde Camo","No Sights","24 Carbon Fiber",43.5,"Picatinny Mount/ Trigger Tech Adjustable Trigger"
HCP9379RBSOSPGU,"SPG HELL PRO OSP 9MM 15/17 REB",$559.99,$699.99,$559.99,$499.99,12/2/2024,99+,#706397979218#,"Springfield Armory","Pistol: Semi-Auto",Hellcat,"9MM LUGER","Double Action","15+1 & 17+1","Robins Egg Frame/ Stainless Slide","Robins Egg Polymer W/ Adaptive Grip Texture","UDot FT: Tritium & Luminescent RR: Tactical Rack",3.7,"6.6 Melonite finish","High Hand Beavertail/ Loaded Chamber Indicator"
HL916556B-GU23,"SPG HELLION BP 5.56 16B 30 GER",$1546.00,$1999.00,$1546.00,,,11,#706397976729#,"Springfield Armory","Rifle: Semi-Auto",Hellion,"5.56 NATO|223",Semi-Automatic,30+1,Black,"5-Position Adjustable W/Cheek Riser","Low Profile Flip-Up Dual Aperture Rear","16 Hammer Forged 4150 Steel/ Melonite","29.75 Extended 28.25 Collapsed","1:7 RH Twist/ BCMGUNFIGHTER Mod 3 Grip"
ST916556BMACA23,"SPG SAINT 5.56 16B 10 GEAR",$791.00,$1023.00,$791.00,,,0,#706397977016#,"Springfield Armory","Rifle: Semi-Auto",Saint,"5.56 NATO|223",Semi-Automatic,10+1,Black,"Magpul MOE Fixed/ M-LOK","Low Profile Flip-Up Dual Aperture Rear","16 Chrome Moly Vanadium",36,"1:8 RH Twist/ BCM Gunfighter Handguard"
STV916308B-GU23,"SPG SAINT VICT 308 16B 20 GEAR",$1158.00,$1497.00,$1158.00,,,0,#706397976781#,"Springfield Armory","Rifle: Semi-Auto",Saint,"308 WIN",Semi-Automatic,20+1,Black,"Bravo Company Mod 3/ M-LOK/ 6 Position","Low Profile Flip-Up Dual Aperture Rear","16 Chrome Moly Vanadium","37.75 Extended 34.5 Collapsed","1:10 RH Twist/ Single Stage Flat Trigger"
STV916308BLC-GU,"SPG SAINT VICT 308 16B 10 GEAR",$1158.00,$1497.00,$1158.00,,,0,#706397976798#,"Springfield Armory","Rifle: Semi-Auto",Saint,"308 WIN",Semi-Automatic,10+1,Black,"Bravo Company Mod 3/ M-LOK/ 6 Position","Low Profile Flip-Up Dual Aperture Rear","16 Chrome Moly Vanadium","37.75 Extended 34.5 Collapsed","1:10 RH Twist/ Single Stage Flat Trigger"
STV916556B-GU23,"SPG SAINT VIC 5.56 16B 30 GEAR",$890.00,$1150.00,$890.00,,,0,#706397976743#,"Springfield Armory","Rifle: Semi-Auto",Saint,"5.56 NATO|223",Semi-Automatic,30+1,Black,"Bravo Company Mod 3/ Keymod/ 6 Position","Low Profile Flip-Up Dual Aperture Rear","16 Chrome Moly Vanadium","35.5 Extended 32.25 Collapsed","1:8 RH Twist/ GI Style Charging Handle"
STV916556BB5G23,"SPG SANT V B5 5.56 16B 30 GEAR",$890.00,$1150.00,$890.00,,,0,#706397976736#,"Springfield Armory","Rifle: Semi-Auto",Saint,"5.56 NATO|223",Semi-Automatic,30+1,Black,"B5 Systems/ M-LOK/ 6 Position","Low Profile Flip-Up Dual Aperture Rear","16 Chrome Moly Vanadium","33.25 Collapsed 36.75 Extended","1:8 RH Twist/ GI Style Charging Handle"
STV916556BCA-23,"SPG SNT VIC 5.56 16B 10 CA GER",$890.00,$1150.00,$890.00,,,0,#706397977009#,"Springfield Armory","Rifle: Semi-Auto",Saint,"5.56 NATO|223",Semi-Automatic,10+1,Black,"Magpul Fixed/ Black","Low Profile Flip-Up Dual Aperture Rear","16 Chrome Moly Vanadium",36.25,"1:8 RH Twist/ GI Style Charging Handle/ Forward Ast"
ST916556B-B5G23,"SPG SAINT B5 5.56 16B 30R GEAR",$791.00,$1023.00,$791.00,,,0,#706397976804#,"Springfield Armory","Rifle: Semi-Auto",Saint,"5.56 NATO|223",Semi-Automatic,30+1,Black,"B5/ M-LOK","Low Profile Flip-Up Dual Aperture Rear/ A2 Front","16 Chrome Moly Vanadium","33 Collapsed 36.25 Extended","1:8 RH Twist/ B5 Handguard"
PI6090SP,"SPG MAG 1911 9MM 9RD SS SLM PD",$27.99,$37.00,$27.99,,,0,#706397931858#,"Springfield Armory",,,"9MM LUGER",,9,"Stainless Steel",,,,,"Includes Slam Pad"
HP5915,"SPG MAG SA-95 9MM 15RD BLK",$26.99,$38.99,$26.99,,,0,#706397931728#,"Springfield Armory",,,"9MM LUGER",,15,,,,,,
1911B,"STA 1911 PST 45AP 5B 7RD",$999.99,$1329.00,$999.99,,,1,#866281000395#,"Standard Mfg Co","Pistol: Semi-Auto",1911,"45 AUTO","Single Action",7+1,"Royal Blue","Walnut Double Diamond Grips","High Profile Low-Mount Tactical Sights","5 Stainless Steel Match Grade Barrel",9.75,"Enhanced Slide to Frame Fit/ Ext. Mag. Release"
1911CC,"STA 1911 CCH PST 45AP 5B 7RD",$1199.99,$1625.00,$1199.99,,,0,#854581007107#,"Standard Mfg Co","Pistol: Semi-Auto",1911,"45 AUTO","Single Action",7+1,"Color Case","Walnut Double Diamond Grips","High Profile Low-Mount Tactical Sights","5 Stainless Steel Match Grade Barrel",9.75,"Enhanced Slide to Frame Fit/ Ext. Mag. Release"
1911CC1,"STA 1911 CCH ENG 45AP 5B 7RD",$1499.99,$1899.00,$1499.99,,,2,#854581007114#,"Standard Mfg Co","Pistol: Semi-Auto",1911,"45 AUTO","Single Action",7+1,"Color Case","Walnut Double Diamond Grips","High Profile Low-Mount Tactical Sights","5 Stainless Steel Match Grade Barrel",9.75,"Enhanced Slide to Frame Fit/ Ext. Mag. Release"
SAR4C2,"STA SINGLE ACT CCH 45LC 4.75B",$1799.99,$1895.00,$1799.99,,,1,#854581007121#,"Standard Mfg Co","Revolver: Single Action","Single Action","45 COLT","Single Action",6,"Color Case","2 Piece Walnut",Fixed,4.75,10.25,"Every component is machined from block steel"
S333,"STA THUNSTRK DAO 22M 1.5B 8RD",$339.99,$429.00,$339.99,,,9,#854581007015#,"Standard Mfg Co","Revolver: Double Action Only",S333,"22 WMR","Double Action Only",8,Blue,Polymer,,"1.5 S/S Double Barrel",6,"Each pull of the trigger fires 2 rounds"
SWITCH-GUN,"STA SWITCH-GUN 22M .75B 5RD SS",$369.99,$449.00,$369.99,,,0,#854581007824#,"Standard Mfg Co","Revolver: Single Action","Switch Gun","22 WMR","Single Action",5,"Stainless Steel","Glass Filled Nylon",Trench,.75,4,"Revolver folds into Grip/ opens with button push"
SKOSBLK,"STA SKO SHORTY SA 12M/17.7MC",$619.99,$750.00,$619.99,,,2,#854581007220#,"Standard Mfg Co","Shotgun: Semi-Auto",SKO,"12 GAUGE",Semi-Automatic,"5+1  Detachable Magazine","Black Anodized",,"No Sights",17.75,29,"AR style Mag. & Bolt Release/ MOE Handguard"
SKOMBLK,"STA SKO MINI SA 12M/14.75MC",$619.99,$750.00,$619.99,,,2,#854581007381#,"Standard Mfg Co","Shotgun: Semi-Auto",SKO,"12 GAUGE",Semi-Automatic,"5+1  Detachable Magazine","Black Anodized",,"No Sights",17.75,29,"AR style Mag. & Bolt Release/ MOE Handguard"
DP12G2,"STA DP12 G2 PUMP 12M/18MC 14R",$1339.99,$1599.00,$1339.99,,,0,#810115913030#,"Standard Mfg Co","Shotgun: Pump Action",Shotgun,"12 GAUGE","Pump Action",14+2,Black,Synthetic,"No Sights",18.78,29.5,"Inline Shell Feeding/Co-Molded Non-Slip Rubber Grip"
DP12FDECA,"STA DP12FDECA PUMP 12M/18MC 10",$1239.99,$1499.00,$1239.99,,,1,#854581007183#,"Standard Mfg Co","Shotgun: Pump Action",Shotgun,"12 GAUGE","Pump Action",10+2,"Flat Dark Earth",Synthetic,"No Sights",18.78,29.5,"Inline Shell Feeding/Co-Molded Non-Slip Rubber Grip"
DP12ODG,"STA DP12ODG PUMP 12M/18MC 14R",$1239.99,$1499.00,$1239.99,,,2,#869481000189#,"Standard Mfg Co","Shotgun: Pump Action",Shotgun,"12 GAUGE","Pump Action",14+2,"OD Green",Synthetic,"No Sights",18.78,29.5,"Inline Shell Feeding/Co-Molded Non-Slip Rubber Grip"
DP12ODGCA,"STA DP12ODCA PUMP 12M/18MC 10R",$1239.99,$1499.00,$1239.99,,,2,#854581007176#,"Standard Mfg Co","Shotgun: Pump Action",Shotgun,"12 GAUGE","Pump Action",10+2,"OD Green",Synthetic,"No Sights",18.78,29.5,"Inline Shell Feeding/Co-Molded Non-Slip Rubber Grip"
SP12-COMPACT,"STA SP12CMPT PUMP 12M/14.5 5RD",$564.99,$649.00,$564.99,,,3,#854581007909#,"Standard Mfg Co","Shotgun: Pump Action",Shotgun,"12 GAUGE","Pump Action",5+1,Black,"Glass Filled Nylon","No Sights",14.5,34,"Forend Nylon Grip Strap/ Under BBL Acc. Pic Rail"
SP12,"STA SP12 PUMP 12M/18 7RD",$564.99,$649.00,$564.99,,,2,#854581007893#,"Standard Mfg Co","Shotgun: Pump Action",Shotgun,"12 GAUGE","Pump Action",7+1,Black,"Telescoping Synthetic Stock","No Sights",18.5,38,"Under Barrel Accessory Pic Rail"
SKO-02102-10,"STA MAG SKO SERIES 12GA 9RD",$56.99,$64.99,$56.99,$41.99,11/30/2024,4,#854581007251#,"Standard Mfg Co",,SKO,"12 GAUGE",,9,,,,,,"Fits Standard Mfg SKO Series Shotguns"
1911B1,"STA 1911 45AP ENGRAVED 5B 7RD",$1219.99,$1599.00,$1219.99,$1099.99,12/31/2024,2,#854581007152#,"Standard Mfg Co","Pistol: Semi-Auto",1911,"45 AUTO","Single Action",7+1,"Royal Blue","Walnut Double Diamond Grips","High Profile Low-Mount Tactical Sights","5 Stainless Steel Match Grade Barrel & Bushing",9.75,"Enhanced Slide to Frame Fit/ Ext. Mag. Release"
ANKLEBITER,"SKY ANKLEBITER ANKLE HOLSTER",$22.99,$40.95,$22.99,$21.49,11/27/2024,2,#858426004214#,"Sticky Holsters",,,,,,,,,,,"Anklebiter Ankle Holster Attachment"
SMP-2,"SKY SUPER MAG POUCH X2",$17.99,$30.95,$17.99,$16.99,11/30/2024,4,#858426004184#,"Sticky Holsters",,,,,,,,,,,"Fits 45ACP Mags/ Pocket Knife/ Flashlight"
LG-1S,"SKY LG-1 SHORT HLST 1911 4IN",$17.99,$30.95,$17.99,$16.99,11/30/2024,3,#858426004092#,"Sticky Holsters",,,,,,,,,,,"Fits 1911 and Clones/ 3 to 4IN Barrels/ Ambi"
LG-1L,"SKY LG-1 LONG HLST 1911 5IN",$17.99,$30.95,$17.99,$16.99,11/30/2024,3,#858426004108#,"Sticky Holsters",,,,,,,,,,,"Fits 1911 and Clones/ 4 to 5IN Barrels/ Ambi"
LG-2,"SKY LG-2 HLST LRG GLK G19/23",$17.99,$30.95,$17.99,$16.99,11/30/2024,4,#858426004115#,"Sticky Holsters",,,,,,,,,,,"Fits Medium Glocks/Large Autos up 4.2 inch Barrel"
LG-3,"SKY LG-3 HLST LRG GLK G17/22",$17.99,$30.95,$17.99,$16.99,11/30/2024,7,#858426004122#,"Sticky Holsters",,,,,,,,,,,"Fits Medium Glocks/Large Autos up 4.75 inch Barrel"
LG-6S,"SKY LG-6 SHORT HLST P239/229",$17.99,$30.95,$17.99,$16.99,11/30/2024,0,#858426004153#,"Sticky Holsters",,,,,,,,,,,"Fits Large Frame Autos With 3 to 4IN Barrels"
LG-6S-MOD,"SKY LG-6 SHORT HLST P239/229 M",$17.99,$30.95,$17.99,$16.99,11/30/2024,2,#858426004436#,"Sticky Holsters",,,,,,,,,,,"Fits Large Frame Autos With 3 to 4IN Barrels"
MD-1,"SKY MD-1 HLST MED 9MM/LC9",$17.99,$30.95,$17.99,$16.99,11/27/2024,9,#858426004030#,"Sticky Holsters",,,,,,,,,,,"Fits Small 9MM/ MED/SM Autos up to 3.5in Barrel"
MD-2,"SKY MD-2 HLST MED 9MM W/LASER",$17.99,$30.95,$17.99,$16.99,11/30/2024,13,#858426004047#,"Sticky Holsters",,,,,,,,,,,"Fits Small 9MM/ MED/SM Autos W/Trigger Laser Guard"
MD-3,"SKY MD-3 HLST PPK/P230 3.5-4IN",$17.99,$30.95,$17.99,$16.99,11/30/2024,0,#858426004054#,"Sticky Holsters",,,,,,,,,,,"Fits Walther PPK and Similar/3.5-4IN Barrels"
MD-4-GEN1,"SKY MD-4 GEN 1 HLST DBL STK",$17.99,$30.95,$17.99,$16.99,11/27/2024,26,#858426004733#,"Sticky Holsters",,,,,,,,,,,"Fits Sub Compact MED Frame Double Stack Autos"
MD-4-GEN1-MOD,"SKY MD-4 GEN1 MOD HLST DBL STK",$17.99,$30.95,$17.99,$16.99,11/30/2024,2,#858426004764#,"Sticky Holsters",,,,,,,,,,,"Fits Sub Compact MED Frame Double Stack Autos"
MD-4,"SKY MD-4 HLST SNG STK SUBC 3.6",$17.99,$30.95,$17.99,$16.99,11/30/2024,0,#858426004061#,"Sticky Holsters",,,,,,,,,,,"Fits Single Stack Sub Compact Autos"
MD-4-MOD,"SKY MD-4 HLST SNG STK SUBC MOD",$17.99,$30.95,$17.99,$16.99,11/30/2024,0,#858426004429#,"Sticky Holsters",,,,,,,,,,,"Fits Sub Compact MED Frame Single Stack Autos"
MD-5,"SKY MD-5 HLST J-FRM REV 2.25IN",$17.99,$30.95,$17.99,$16.99,11/30/2024,4,#858426004078#,"Sticky Holsters",,,,,,,,,,,"Fits J-Frame And Similar Revolvers"
SM-1,"SKY SM-1 HLST SML PST 2.5B",$17.99,$30.95,$17.99,$16.99,11/30/2024,2,#858426004009#,"Sticky Holsters",,,,,,,,,,,"Fits Micro Pistols with up to 2.5 Barrels"
SM-2,"SKY SM-2 HLST PKT 380 NO LASER",$17.99,$30.95,$17.99,$16.99,11/30/2024,0,#858426004016#,"Sticky Holsters",,,,,,,,,,,"Fits Small 380's Up To 2.5IN Barrel W/No Laser"
SM-3,"SKY SM-3 HLST PKT 380 W/LASER",$17.99,$30.95,$17.99,$16.99,11/30/2024,3,#858426004023#,"Sticky Holsters",,,,,,,,,,,"Fits Small 380's Up To 2.75IN Barrel With Laser"
SM-5,"SKY SM-5 HLST G42/P938/KMB MIC",$17.99,$30.95,$17.99,$16.99,11/30/2024,0,#858426004962#,"Sticky Holsters",,,,,,,,,,,"Fits Glock 42/SIG P938/ Diamond Back DB9/Kahr PM9"
SM-5-MOD,"SKY SM-5 HLST G42/P938/KMB MOD",$17.99,$30.95,$17.99,$16.99,11/30/2024,2,#859640007005#,"Sticky Holsters",,,,,,,,,,,"Fits Glock 42/ SIG P938/ Diamond Back DB9/Kahr PM9"
BELLYBAND-SM,"SKY BELLY BAND SMALL 24-34IN",$23.49,$40.95,$23.49,$21.49,11/30/2024,4,#859640007197#,"Sticky Holsters",,,,,,,,,,,"Belly Band 24-34 inches/Two Accessory Pockets"
BELLYBAND-MED,"SKY BELLY BAND MEDIUM 28-44IN",$23.49,$40.95,$23.49,$21.49,11/30/2024,8,#859640007203#,"Sticky Holsters",,,,,,,,,,,"Belly Band 28-44 inches/Two Accessory Pockets"
